CustomerID,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,TransactionID,FraudIndicator,Category,TransactionAmount,Amount,Timestamp,MerchantID,AnomalyScore,MerchantName,Location
1160,Customer 1160,38,Address 1160,2683.909127,09-06-2022,0,160,1,Food,20.43390272,99.24329386,07-01-2022 15:00,2783,0.799903051,Merchant 2160,Location 2160
1161,Customer 1161,55,Address 1161,7545.026043,10-06-2022,0,161,0,Travel,34.28799621,97.62385249,07-01-2022 16:00,2752,0.812832605,Merchant 2161,Location 2161
1162,Customer 1162,38,Address 1162,8055.304692,11-06-2022,0,162,1,Retail,93.90980108,68.36222224,07-01-2022 17:00,2583,0.130345312,Merchant 2162,Location 2162
1163,Customer 1163,27,Address 1163,7524.885685,12-06-2022,0,163,0,Online,62.29668213,52.74055838,07-01-2022 18:00,2370,0.896164898,Merchant 2163,Location 2163
1164,Customer 1164,26,Address 1164,9572.740147,13-06-2022,0,164,0,Other,21.20038562,88.7572885,07-01-2022 19:00,2025,0.329252846,Merchant 2164,Location 2164
1165,Customer 1165,48,Address 1165,4115.718544,14-06-2022,0,165,0,Food,39.62416223,70.65807372,07-01-2022 20:00,2998,0.063965262,Merchant 2165,Location 2165
1166,Customer 1166,23,Address 1166,4822.247822,15-06-2022,0,166,0,Travel,94.98701866,16.56039638,07-01-2022 21:00,2081,0.172967878,Merchant 2166,Location 2166
1167,Customer 1167,33,Address 1167,4121.316625,16-06-2022,0,167,0,Travel,70.94903663,36.87248197,07-01-2022 22:00,2229,0.957948101,Merchant 2167,Location 2167
1168,Customer 1168,42,Address 1168,3560.170993,17-06-2022,0,168,0,Online,65.07165073,37.97774881,07-01-2022 23:00,2711,0.839889036,Merchant 2168,Location 2168
1169,Customer 1169,30,Address 1169,4020.714312,18-06-2022,0,169,0,Other,87.84367672,37.40762141,08-01-2022 00:00,2853,0.638143232,Merchant 2169,Location 2169
1170,Customer 1170,32,Address 1170,5496.768618,19-06-2022,0,170,0,Other,96.14624651,27.45989544,08-01-2022 01:00,2514,0.429770566,Merchant 2170,Location 2170
1171,Customer 1171,22,Address 1171,4631.532992,20-06-2022,0,171,0,Retail,91.19330768,16.46882448,08-01-2022 02:00,2201,0.44912317,Merchant 2171,Location 2171
1172,Customer 1172,26,Address 1172,3476.682579,21-06-2022,0,172,0,Travel,98.62431307,95.81318707,08-01-2022 03:00,2818,0.418865584,Merchant 2172,Location 2172
1173,Customer 1173,35,Address 1173,8586.017794,22-06-2022,0,173,0,Online,69.26898129,63.47667766,08-01-2022 04:00,2200,0.956696054,Merchant 2173,Location 2173
1174,Customer 1174,27,Address 1174,9301.241151,23-06-2022,0,174,1,Retail,38.39751064,97.06552052,08-01-2022 05:00,2898,0.796299372,Merchant 2174,Location 2174
1175,Customer 1175,26,Address 1175,5113.282347,24-06-2022,0,175,0,Online,72.07671515,13.59221031,08-01-2022 06:00,2298,0.357820896,Merchant 2175,Location 2175
1176,Customer 1176,20,Address 1176,5493.960539,25-06-2022,0,176,0,Online,23.16580918,18.04295486,08-01-2022 07:00,2144,0.358169106,Merchant 2176,Location 2176
1177,Customer 1177,50,Address 1177,2146.026721,26-06-2022,0,177,0,Other,96.99742621,57.40080966,08-01-2022 08:00,2372,0.366330551,Merchant 2177,Location 2177
1178,Customer 1178,38,Address 1178,9240.37553,27-06-2022,0,178,0,Online,75.17795368,91.89645671,08-01-2022 09:00,2196,0.479741809,Merchant 2178,Location 2178
1179,Customer 1179,31,Address 1179,7659.815418,28-06-2022,0,179,0,Food,71.27729967,67.30165835,08-01-2022 10:00,2981,0.80599535,Merchant 2179,Location 2179
1180,Customer 1180,59,Address 1180,8645.383186,29-06-2022,0,180,0,Food,73.50579665,79.45616782,08-01-2022 11:00,2229,0.446695006,Merchant 2180,Location 2180
1181,Customer 1181,40,Address 1181,2318.416569,30-06-2022,0,181,0,Other,95.81512851,74.5937657,08-01-2022 12:00,2078,0.148058285,Merchant 2181,Location 2181
1182,Customer 1182,30,Address 1182,2636.680234,01-07-2022,0,182,0,Travel,18.85269718,90.05004587,08-01-2022 13:00,2220,0.730449485,Merchant 2182,Location 2182
1183,Customer 1183,40,Address 1183,7149.964405,02-07-2022,0,183,0,Online,13.29487819,71.65549551,08-01-2022 14:00,2671,0.966645464,Merchant 2183,Location 2183
1184,Customer 1184,29,Address 1184,4430.055011,03-07-2022,0,184,0,Retail,70.84194087,76.74484865,08-01-2022 15:00,2507,0.934526599,Merchant 2184,Location 2184
1185,Customer 1185,45,Address 1185,2287.668015,04-07-2022,0,185,0,Online,29.79754218,30.73140745,08-01-2022 16:00,2166,0.871377898,Merchant 2185,Location 2185
1186,Customer 1186,45,Address 1186,3524.961542,05-07-2022,0,186,0,Online,10.97606379,13.94613718,08-01-2022 17:00,2528,0.088722489,Merchant 2186,Location 2186
1187,Customer 1187,46,Address 1187,4845.969184,06-07-2022,0,187,0,Retail,30.6278139,86.27614398,08-01-2022 18:00,2366,0.380486728,Merchant 2187,Location 2187
1188,Customer 1188,23,Address 1188,7478.912108,07-07-2022,0,188,0,Other,86.27039906,39.15191297,08-01-2022 19:00,2348,0.599707629,Merchant 2188,Location 2188
1189,Customer 1189,49,Address 1189,1056.301181,08-07-2022,0,189,0,Food,90.69366946,63.75541221,08-01-2022 20:00,2163,0.05258412,Merchant 2189,Location 2189
1190,Customer 1190,24,Address 1190,8351.891277,09-07-2022,0,190,0,Travel,97.45799846,13.93665698,08-01-2022 21:00,2778,0.13241308,Merchant 2190,Location 2190
1191,Customer 1191,60,Address 1191,5413.974091,10-07-2022,0,191,0,Retail,94.26044568,39.27911887,08-01-2022 22:00,2360,0.281616992,Merchant 2191,Location 2191
1192,Customer 1192,52,Address 1192,3749.482165,11-07-2022,0,192,0,Retail,65.20547785,61.2928509,08-01-2022 23:00,2940,0.036140127,Merchant 2192,Location 2192
1193,Customer 1193,51,Address 1193,6666.855463,12-07-2022,0,193,0,Food,58.92672041,61.58502548,09-01-2022 00:00,2926,0.964499106,Merchant 2193,Location 2193
1194,Customer 1194,40,Address 1194,7405.683379,13-07-2022,0,194,0,Travel,81.99840679,25.80762678,09-01-2022 01:00,2176,0.176408367,Merchant 2194,Location 2194
1195,Customer 1195,64,Address 1195,6831.410409,14-07-2022,0,195,0,Food,46.79083873,60.16279501,09-01-2022 02:00,2901,0.829296851,Merchant 2195,Location 2195
1196,Customer 1196,22,Address 1196,3078.340967,15-07-2022,0,196,0,Travel,11.41475482,73.95115481,09-01-2022 03:00,2208,0.155644685,Merchant 2196,Location 2196
1197,Customer 1197,18,Address 1197,3525.504348,16-07-2022,0,197,0,Retail,39.74657137,41.60066615,09-01-2022 04:00,2125,0.783129714,Merchant 2197,Location 2197
1198,Customer 1198,62,Address 1198,7777.442049,17-07-2022,0,198,0,Online,69.42652626,77.50218978,09-01-2022 05:00,2162,0.450737172,Merchant 2198,Location 2198
1199,Customer 1199,45,Address 1199,5098.858759,18-07-2022,0,199,1,Retail,74.8024137,60.7007598,09-01-2022 06:00,2679,0.354091137,Merchant 2199,Location 2199
1200,Customer 1200,46,Address 1200,4555.71189,19-07-2022,0,200,0,Online,11.13502429,10.86708774,09-01-2022 07:00,2900,0.654357969,Merchant 2200,Location 2200
1201,Customer 1201,29,Address 1201,6298.296096,20-07-2022,0,201,0,Other,78.79265668,78.69908199,09-01-2022 08:00,2382,0.092469867,Merchant 2201,Location 2201
1202,Customer 1202,52,Address 1202,3143.931406,21-07-2022,0,202,0,Online,73.35801855,13.56299126,09-01-2022 09:00,2802,0.86354396,Merchant 2202,Location 2202
1203,Customer 1203,38,Address 1203,2933.464751,22-07-2022,0,203,0,Retail,19.79428899,61.40287559,09-01-2022 10:00,2789,0.645980808,Merchant 2203,Location 2203
1204,Customer 1204,45,Address 1204,3152.247787,23-07-2022,0,204,0,Online,52.57391798,68.40522341,09-01-2022 11:00,2856,0.103205929,Merchant 2204,Location 2204
1205,Customer 1205,37,Address 1205,5707.424545,24-07-2022,0,205,0,Travel,87.9468388,59.45638924,09-01-2022 12:00,2618,0.781116511,Merchant 2205,Location 2205
1206,Customer 1206,25,Address 1206,5221.598359,25-07-2022,0,206,0,Travel,45.34907935,94.5707514,09-01-2022 13:00,2493,0.386784865,Merchant 2206,Location 2206
1207,Customer 1207,38,Address 1207,5655.630626,26-07-2022,0,207,0,Other,49.02599806,81.56433192,09-01-2022 14:00,2713,0.274110001,Merchant 2207,Location 2207
1208,Customer 1208,64,Address 1208,8321.692176,27-07-2022,0,208,0,Travel,76.78915241,58.42056073,09-01-2022 15:00,2478,0.314407995,Merchant 2208,Location 2208
1209,Customer 1209,45,Address 1209,7570.837453,28-07-2022,0,209,0,Food,57.2591284,48.04486291,09-01-2022 16:00,2405,0.28833735,Merchant 2209,Location 2209
1210,Customer 1210,39,Address 1210,9316.953576,29-07-2022,0,210,0,Other,21.2393059,27.51230202,09-01-2022 17:00,2332,0.322798084,Merchant 2210,Location 2210
1211,Customer 1211,27,Address 1211,7039.438646,30-07-2022,0,211,0,Online,79.37651455,67.03130271,09-01-2022 18:00,2989,0.970049125,Merchant 2211,Location 2211
1212,Customer 1212,55,Address 1212,9974.701765,31-07-2022,0,212,1,Other,52.47637818,78.56207411,09-01-2022 19:00,2828,0.858185998,Merchant 2212,Location 2212
1213,Customer 1213,23,Address 1213,2478.834299,01-08-2022,0,213,0,Food,75.32893872,81.95667522,09-01-2022 20:00,2065,0.446327303,Merchant 2213,Location 2213
1214,Customer 1214,42,Address 1214,6807.184598,02-08-2022,0,214,0,Travel,76.76865856,66.2227877,09-01-2022 21:00,2536,0.116863115,Merchant 2214,Location 2214
1215,Customer 1215,53,Address 1215,1163.193659,03-08-2022,0,215,0,Online,87.13835925,43.28842594,09-01-2022 22:00,2225,0.247320005,Merchant 2215,Location 2215
1216,Customer 1216,26,Address 1216,4741.192769,04-08-2022,0,216,0,Retail,33.34697459,91.44727684,09-01-2022 23:00,2533,0.04985836,Merchant 2216,Location 2216
1217,Customer 1217,48,Address 1217,2689.511984,05-08-2022,0,217,0,Travel,79.68450092,98.68616371,10-01-2022 00:00,2023,0.485599952,Merchant 2217,Location 2217
1218,Customer 1218,63,Address 1218,8922.535957,06-08-2022,0,218,0,Online,21.68077849,84.03821815,10-01-2022 01:00,2884,0.086575833,Merchant 2218,Location 2218
1219,Customer 1219,23,Address 1219,7649.649301,07-08-2022,0,219,0,Online,78.7859157,26.70590374,10-01-2022 02:00,2388,0.857619942,Merchant 2219,Location 2219
1220,Customer 1220,50,Address 1220,3916.688995,08-08-2022,0,220,0,Online,66.73769652,95.66715462,10-01-2022 03:00,2338,0.307393931,Merchant 2220,Location 2220
1221,Customer 1221,37,Address 1221,6722.285664,09-08-2022,0,221,0,Food,47.44304194,53.8479795,10-01-2022 04:00,2094,0.210648526,Merchant 2221,Location 2221
1222,Customer 1222,61,Address 1222,3451.034177,10-08-2022,0,222,0,Online,17.36876576,67.75664736,10-01-2022 05:00,2206,0.059029299,Merchant 2222,Location 2222
1223,Customer 1223,20,Address 1223,8213.344891,11-08-2022,0,223,0,Travel,56.8899215,68.86554661,10-01-2022 06:00,2334,0.017716041,Merchant 2223,Location 2223
1224,Customer 1224,42,Address 1224,6487.078314,12-08-2022,0,224,0,Retail,22.12089269,32.33436858,10-01-2022 07:00,2893,0.68149805,Merchant 2224,Location 2224
1225,Customer 1225,51,Address 1225,2351.049693,13-08-2022,0,225,0,Food,41.46857357,87.01593245,10-01-2022 08:00,2979,0.985410519,Merchant 2225,Location 2225
1226,Customer 1226,54,Address 1226,1235.85366,14-08-2022,0,226,0,Food,13.87128183,34.5281136,10-01-2022 09:00,2539,0.762204859,Merchant 2226,Location 2226
1227,Customer 1227,35,Address 1227,6764.941455,15-08-2022,0,227,1,Travel,29.67925463,72.13258352,10-01-2022 10:00,2776,0.939216166,Merchant 2227,Location 2227
1228,Customer 1228,59,Address 1228,9343.248065,16-08-2022,1,228,0,Online,10.9730234,55.79769592,10-01-2022 11:00,2962,0.188333858,Merchant 2228,Location 2228
1229,Customer 1229,18,Address 1229,7030.677982,17-08-2022,0,229,0,Other,94.06229601,26.44706544,10-01-2022 12:00,2687,0.258941441,Merchant 2229,Location 2229
1230,Customer 1230,29,Address 1230,8998.835909,18-08-2022,0,230,0,Food,51.60730408,99.71923371,10-01-2022 13:00,2473,0.958561333,Merchant 2230,Location 2230
1231,Customer 1231,63,Address 1231,1631.060796,19-08-2022,0,231,0,Online,70.86813432,39.30443809,10-01-2022 14:00,2577,0.474519703,Merchant 2231,Location 2231
1232,Customer 1232,18,Address 1232,8793.538025,20-08-2022,0,232,0,Other,14.74896742,48.95945027,10-01-2022 15:00,2559,0.327913222,Merchant 2232,Location 2232
1233,Customer 1233,28,Address 1233,8198.178339,21-08-2022,0,233,0,Online,62.37409428,98.73461898,10-01-2022 16:00,2787,0.045247638,Merchant 2233,Location 2233
1234,Customer 1234,18,Address 1234,6737.496078,22-08-2022,0,234,0,Other,35.9457724,69.33327246,10-01-2022 17:00,2851,0.893478987,Merchant 2234,Location 2234
1235,Customer 1235,64,Address 1235,8688.50594,23-08-2022,1,235,0,Retail,56.42739495,65.34894374,10-01-2022 18:00,2949,0.912297399,Merchant 2235,Location 2235
1236,Customer 1236,42,Address 1236,3019.847969,24-08-2022,0,236,0,Retail,33.87630498,69.82507208,10-01-2022 19:00,2789,0.403826432,Merchant 2236,Location 2236
1237,Customer 1237,32,Address 1237,5160.483332,25-08-2022,0,237,0,Online,23.30991587,46.17260059,10-01-2022 20:00,2442,0.894439927,Merchant 2237,Location 2237
1238,Customer 1238,38,Address 1238,8228.897853,26-08-2022,0,238,0,Retail,25.29149584,55.20400597,10-01-2022 21:00,2231,0.089740413,Merchant 2238,Location 2238
1239,Customer 1239,40,Address 1239,8704.182255,27-08-2022,0,239,0,Retail,52.56582829,53.97929249,10-01-2022 22:00,2442,0.335185763,Merchant 2239,Location 2239
1240,Customer 1240,43,Address 1240,1883.486735,28-08-2022,0,240,1,Online,77.8545946,45.00641712,10-01-2022 23:00,2282,0.572268184,Merchant 2240,Location 2240
1241,Customer 1241,18,Address 1241,4328.615684,29-08-2022,0,241,0,Other,59.12483586,27.18554243,11-01-2022 00:00,2373,0.27209368,Merchant 2241,Location 2241
1242,Customer 1242,32,Address 1242,5765.640647,30-08-2022,0,242,0,Online,69.93087012,25.42051713,11-01-2022 01:00,2702,0.515765493,Merchant 2242,Location 2242
1243,Customer 1243,44,Address 1243,3963.240754,31-08-2022,0,243,0,Food,92.35937017,48.25294918,11-01-2022 02:00,2451,0.134472412,Merchant 2243,Location 2243
1244,Customer 1244,46,Address 1244,8723.861427,01-09-2022,0,244,0,Travel,24.8982594,38.65841154,11-01-2022 03:00,2789,0.174584251,Merchant 2244,Location 2244
1245,Customer 1245,23,Address 1245,5446.396917,02-09-2022,0,245,0,Travel,65.35616716,66.64627231,11-01-2022 04:00,2872,0.218879876,Merchant 2245,Location 2245
1246,Customer 1246,34,Address 1246,5875.165206,03-09-2022,0,246,0,Online,99.04387605,67.64191353,11-01-2022 05:00,2552,0.218778676,Merchant 2246,Location 2246
1247,Customer 1247,20,Address 1247,1616.679427,04-09-2022,0,247,0,Retail,64.90209134,95.63285443,11-01-2022 06:00,2118,0.786697774,Merchant 2247,Location 2247
1248,Customer 1248,29,Address 1248,1227.43808,05-09-2022,0,248,0,Other,90.59198941,81.69004136,11-01-2022 07:00,2408,0.00658986,Merchant 2248,Location 2248
1249,Customer 1249,26,Address 1249,5944.205812,06-09-2022,0,249,0,Online,52.49254177,60.72469492,11-01-2022 08:00,2677,0.027117354,Merchant 2249,Location 2249
1250,Customer 1250,59,Address 1250,3882.14866,07-09-2022,0,250,0,Retail,21.65134655,60.55808101,11-01-2022 09:00,2040,0.870231178,Merchant 2250,Location 2250
1251,Customer 1251,34,Address 1251,1820.938586,08-09-2022,0,251,0,Retail,78.56612335,38.53310954,11-01-2022 10:00,2007,0.64936662,Merchant 2251,Location 2251
1252,Customer 1252,53,Address 1252,9182.873876,09-09-2022,0,252,0,Food,80.25449381,39.64193471,11-01-2022 11:00,2120,0.707481159,Merchant 2252,Location 2252
1253,Customer 1253,62,Address 1253,5185.762082,10-09-2022,0,253,0,Travel,15.05352197,52.32859081,11-01-2022 12:00,2033,0.510508167,Merchant 2253,Location 2253
1254,Customer 1254,31,Address 1254,9511.167077,11-09-2022,0,254,0,Retail,96.62137606,61.15704513,11-01-2022 13:00,2764,0.281707456,Merchant 2254,Location 2254
1255,Customer 1255,32,Address 1255,5672.324719,12-09-2022,0,255,0,Other,92.88343589,74.41673715,11-01-2022 14:00,2903,0.814211345,Merchant 2255,Location 2255
1256,Customer 1256,42,Address 1256,3655.459641,13-09-2022,0,256,0,Retail,96.46532589,16.70607949,11-01-2022 15:00,2242,0.763393585,Merchant 2256,Location 2256
1257,Customer 1257,21,Address 1257,9886.83011,14-09-2022,0,257,0,Food,71.33796707,23.74031905,11-01-2022 16:00,2627,0.555628031,Merchant 2257,Location 2257
1258,Customer 1258,28,Address 1258,6394.780579,15-09-2022,0,258,0,Travel,64.84821624,72.19579593,11-01-2022 17:00,2266,0.455899096,Merchant 2258,Location 2258
1259,Customer 1259,40,Address 1259,1633.967936,16-09-2022,0,259,0,Other,79.51078293,63.92237414,11-01-2022 18:00,2298,0.275612963,Merchant 2259,Location 2259
1260,Customer 1260,64,Address 1260,4878.415267,17-09-2022,0,260,0,Online,35.661095,32.12173424,11-01-2022 19:00,2228,0.34851838,Merchant 2260,Location 2260
1261,Customer 1261,52,Address 1261,3304.043864,18-09-2022,0,261,0,Food,34.53383407,61.32263139,11-01-2022 20:00,2911,0.991626339,Merchant 2261,Location 2261
1262,Customer 1262,64,Address 1262,6439.676561,19-09-2022,1,262,0,Retail,18.32717405,54.47433021,11-01-2022 21:00,2005,0.387238275,Merchant 2262,Location 2262
1263,Customer 1263,21,Address 1263,3583.382688,20-09-2022,0,263,0,Food,11.86341116,27.3369404,11-01-2022 22:00,2509,0.217542641,Merchant 2263,Location 2263
1264,Customer 1264,23,Address 1264,6025.002661,21-09-2022,0,264,0,Food,26.57347152,31.30582519,11-01-2022 23:00,2104,0.202206374,Merchant 2264,Location 2264
1265,Customer 1265,47,Address 1265,7502.562161,22-09-2022,0,265,0,Food,29.78245575,41.54205963,12-01-2022 00:00,2055,0.493308319,Merchant 2265,Location 2265
1266,Customer 1266,50,Address 1266,1773.808506,23-09-2022,0,266,0,Travel,59.42213532,32.85924468,12-01-2022 01:00,2120,0.612033514,Merchant 2266,Location 2266
1267,Customer 1267,60,Address 1267,1771.545378,24-09-2022,0,267,0,Food,10.31780692,71.23473259,12-01-2022 02:00,2088,0.327654541,Merchant 2267,Location 2267
1268,Customer 1268,40,Address 1268,5840.971695,25-09-2022,0,268,0,Retail,84.31669593,26.61945951,12-01-2022 03:00,2681,0.864097225,Merchant 2268,Location 2268
1269,Customer 1269,34,Address 1269,9261.10997,26-09-2022,0,269,0,Travel,36.1555284,56.2795873,12-01-2022 04:00,2023,0.740778862,Merchant 2269,Location 2269
1270,Customer 1270,23,Address 1270,1937.655611,27-09-2022,0,270,0,Travel,27.51526729,79.53936402,12-01-2022 05:00,2228,0.607752002,Merchant 2270,Location 2270
1271,Customer 1271,23,Address 1271,9084.791659,28-09-2022,0,271,1,Other,10.8310472,36.75441407,12-01-2022 06:00,2611,0.620899111,Merchant 2271,Location 2271
1272,Customer 1272,48,Address 1272,5815.458024,29-09-2022,0,272,1,Travel,30.82326807,58.17973708,12-01-2022 07:00,2241,0.04434239,Merchant 2272,Location 2272
1273,Customer 1273,61,Address 1273,7120.616916,30-09-2022,0,273,0,Other,20.01826492,28.30389997,12-01-2022 08:00,2779,0.40316133,Merchant 2273,Location 2273
1274,Customer 1274,27,Address 1274,4380.737244,01-10-2022,0,274,0,Travel,59.42577417,35.92410077,12-01-2022 09:00,2262,0.950762883,Merchant 2274,Location 2274
1275,Customer 1275,23,Address 1275,7853.487314,02-10-2022,0,275,0,Online,49.11928354,78.31270714,12-01-2022 10:00,2705,0.732851722,Merchant 2275,Location 2275
1276,Customer 1276,31,Address 1276,4961.926429,03-10-2022,0,276,0,Travel,27.22684742,35.05265258,12-01-2022 11:00,2397,0.78344978,Merchant 2276,Location 2276
1277,Customer 1277,22,Address 1277,5042.199848,04-10-2022,0,277,0,Retail,41.09922894,70.79730571,12-01-2022 12:00,2721,0.41853926,Merchant 2277,Location 2277
1278,Customer 1278,40,Address 1278,8817.076405,05-10-2022,0,278,0,Other,62.47164635,61.10932034,12-01-2022 13:00,2510,0.652001606,Merchant 2278,Location 2278
1279,Customer 1279,37,Address 1279,7156.87092,06-10-2022,0,279,0,Food,87.47329708,56.75461699,12-01-2022 14:00,2491,0.612971594,Merchant 2279,Location 2279
1280,Customer 1280,60,Address 1280,8295.281558,07-10-2022,0,280,0,Retail,31.21483132,16.21986005,12-01-2022 15:00,2553,0.770159801,Merchant 2280,Location 2280
1281,Customer 1281,33,Address 1281,3183.466494,08-10-2022,0,281,0,Food,61.90352457,10.80241294,12-01-2022 16:00,2714,0.717356874,Merchant 2281,Location 2281
1282,Customer 1282,39,Address 1282,7308.697302,09-10-2022,0,282,0,Travel,96.57198893,66.5700245,12-01-2022 17:00,2713,0.586759535,Merchant 2282,Location 2282
1283,Customer 1283,63,Address 1283,9408.482074,10-10-2022,0,283,0,Retail,37.99213523,26.1339922,12-01-2022 18:00,2083,0.562189647,Merchant 2283,Location 2283
1284,Customer 1284,39,Address 1284,8776.832282,11-10-2022,0,284,0,Other,51.99564189,17.31735493,12-01-2022 19:00,2223,0.703766768,Merchant 2284,Location 2284
1285,Customer 1285,47,Address 1285,6040.584197,12-10-2022,0,285,0,Retail,61.43609226,75.32446317,12-01-2022 20:00,2886,0.26497635,Merchant 2285,Location 2285
1286,Customer 1286,19,Address 1286,7665.93245,13-10-2022,0,286,0,Travel,14.52352131,30.76847777,12-01-2022 21:00,2287,0.119439939,Merchant 2286,Location 2286
1287,Customer 1287,34,Address 1287,9561.5106,14-10-2022,0,287,0,Other,33.9135831,57.45622414,12-01-2022 22:00,2328,0.58737649,Merchant 2287,Location 2287
1288,Customer 1288,46,Address 1288,8285.627884,15-10-2022,0,288,0,Online,78.97968796,73.30329705,12-01-2022 23:00,2808,0.825686913,Merchant 2288,Location 2288
1289,Customer 1289,31,Address 1289,9393.910943,16-10-2022,0,289,1,Food,51.13891597,96.2332142,13-01-2022 00:00,2492,0.757282917,Merchant 2289,Location 2289
1290,Customer 1290,37,Address 1290,6981.018223,17-10-2022,0,290,0,Travel,69.59584397,77.30466543,13-01-2022 01:00,2039,0.919952047,Merchant 2290,Location 2290
1291,Customer 1291,47,Address 1291,8103.607241,18-10-2022,0,291,0,Retail,66.20543512,62.77388545,13-01-2022 02:00,2746,0.894686497,Merchant 2291,Location 2291
1292,Customer 1292,33,Address 1292,5713.487344,19-10-2022,0,292,0,Retail,58.01664841,56.55035975,13-01-2022 03:00,2754,0.396400987,Merchant 2292,Location 2292
1293,Customer 1293,51,Address 1293,3955.560716,20-10-2022,0,293,0,Travel,79.28311196,91.37503293,13-01-2022 04:00,2038,0.296190375,Merchant 2293,Location 2293
1294,Customer 1294,61,Address 1294,8869.154897,21-10-2022,0,294,0,Other,16.92260059,35.15145131,13-01-2022 05:00,2253,0.401232954,Merchant 2294,Location 2294
1295,Customer 1295,60,Address 1295,5483.470359,22-10-2022,0,295,0,Food,22.6547138,34.52085974,13-01-2022 06:00,2013,0.797905003,Merchant 2295,Location 2295
1296,Customer 1296,28,Address 1296,1364.637918,23-10-2022,0,296,0,Travel,12.04860753,95.32857785,13-01-2022 07:00,2680,0.687992652,Merchant 2296,Location 2296
1297,Customer 1297,22,Address 1297,1825.429583,24-10-2022,0,297,0,Retail,82.52626114,51.40358574,13-01-2022 08:00,2069,0.740551881,Merchant 2297,Location 2297
1298,Customer 1298,40,Address 1298,8075.836473,25-10-2022,0,298,0,Retail,67.96649542,20.66255753,13-01-2022 09:00,2745,0.358552761,Merchant 2298,Location 2298
1299,Customer 1299,31,Address 1299,4661.555926,26-10-2022,0,299,0,Travel,87.36133939,53.65543294,13-01-2022 10:00,2243,0.261060847,Merchant 2299,Location 2299
1300,Customer 1300,40,Address 1300,2446.898958,27-10-2022,0,300,0,Other,55.29097106,46.2432624,13-01-2022 11:00,2960,0.491499782,Merchant 2300,Location 2300
1301,Customer 1301,36,Address 1301,3616.838329,28-10-2022,0,301,0,Retail,97.05791341,42.30380191,13-01-2022 12:00,2616,0.052527427,Merchant 2301,Location 2301
1302,Customer 1302,54,Address 1302,2670.113015,29-10-2022,0,302,0,Online,25.14389828,98.06620816,13-01-2022 13:00,2869,0.126789301,Merchant 2302,Location 2302
1303,Customer 1303,35,Address 1303,6650.956372,30-10-2022,0,303,0,Travel,51.24351029,61.98793645,13-01-2022 14:00,2703,0.690766946,Merchant 2303,Location 2303
1304,Customer 1304,62,Address 1304,9631.517578,31-10-2022,0,304,0,Retail,50.70585723,15.08358251,13-01-2022 15:00,2280,0.831704277,Merchant 2304,Location 2304
1305,Customer 1305,23,Address 1305,4624.660779,01-11-2022,0,305,0,Food,44.03294777,79.21418527,13-01-2022 16:00,2020,0.371873764,Merchant 2305,Location 2305
1306,Customer 1306,41,Address 1306,6703.58961,02-11-2022,0,306,0,Retail,18.86049747,14.32561896,13-01-2022 17:00,2265,0.131599399,Merchant 2306,Location 2306
1307,Customer 1307,31,Address 1307,8449.539576,03-11-2022,0,307,0,Travel,13.47867254,74.04598057,13-01-2022 18:00,2239,0.269449435,Merchant 2307,Location 2307
1308,Customer 1308,21,Address 1308,7152.198571,04-11-2022,0,308,0,Online,74.97224621,13.77539183,13-01-2022 19:00,2020,0.767732035,Merchant 2308,Location 2308
1309,Customer 1309,39,Address 1309,6507.01784,05-11-2022,0,309,0,Food,18.09790836,20.77344494,13-01-2022 20:00,2401,0.115080294,Merchant 2309,Location 2309
1310,Customer 1310,43,Address 1310,3339.520734,06-11-2022,0,310,0,Other,83.10914211,76.94851056,13-01-2022 21:00,2469,0.083805641,Merchant 2310,Location 2310
1311,Customer 1311,25,Address 1311,9253.478917,07-11-2022,0,311,0,Travel,81.94669265,27.45311649,13-01-2022 22:00,2864,0.006969584,Merchant 2311,Location 2311
1312,Customer 1312,26,Address 1312,6018.443647,08-11-2022,0,312,0,Retail,18.37041241,61.47768761,13-01-2022 23:00,2195,0.285994427,Merchant 2312,Location 2312
1313,Customer 1313,37,Address 1313,1147.714121,09-11-2022,0,313,0,Online,71.94075358,68.6404364,14-01-2022 00:00,2479,0.581375184,Merchant 2313,Location 2313
1314,Customer 1314,29,Address 1314,2259.669631,10-11-2022,0,314,0,Other,84.8940852,39.75178064,14-01-2022 01:00,2354,0.317943254,Merchant 2314,Location 2314
1315,Customer 1315,51,Address 1315,3432.046286,11-11-2022,0,315,0,Travel,26.08556185,84.98269507,14-01-2022 02:00,2506,0.736441633,Merchant 2315,Location 2315
1316,Customer 1316,41,Address 1316,1538.03304,12-11-2022,0,316,0,Other,65.29983225,29.29155594,14-01-2022 03:00,2285,0.781144516,Merchant 2316,Location 2316
1317,Customer 1317,25,Address 1317,1892.670604,13-11-2022,0,317,0,Online,64.93988674,22.18984232,14-01-2022 04:00,2771,0.870535563,Merchant 2317,Location 2317
1318,Customer 1318,61,Address 1318,3354.518349,14-11-2022,0,318,0,Retail,45.88273508,64.22877239,14-01-2022 05:00,2335,0.617371645,Merchant 2318,Location 2318
1319,Customer 1319,38,Address 1319,5564.493481,15-11-2022,0,319,0,Food,42.37126164,23.85431433,14-01-2022 06:00,2787,0.808571054,Merchant 2319,Location 2319
